"table_catalog";"table_schema";"table_name";"column_name";"ordinal_position";"column_default";"is_nullable";"data_type";"character_maximum_length";"character_octet_length";"numeric_precision";"numeric_precision_radix";"numeric_scale";"datetime_precision";"interval_type";"interval_precision";"character_set_catalog";"character_set_schema";"character_set_name";"collation_catalog";"collation_schema";"collation_name";"domain_catalog";"domain_schema";"domain_name";"udt_catalog";"udt_schema";"udt_name";"scope_catalog";"scope_schema";"scope_name";"maximum_cardinality";"dtd_identifier";"is_self_referencing";"is_identity";"identity_generation";"identity_start";"identity_increment";"identity_maximum";"identity_minimum";"identity_cycle";"is_generated";"generation_expression";"is_updatable"
"ucip";"public";"disfuncion_respiratoria";"pafi_corregida";9;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"pao2";10;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"peep_dxsdra";11;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"pmwa";12;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"respiratoria";13;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"safi";14;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"safi_corregida";15;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"sao2";16;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"sdra";17;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"disfuncion_respiratoria";"estancia";18;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"procedencia";14;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"peso";13;"";"NO";"real";;;24;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float4";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"nombre_seguridad_social";12;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"nivel_educa_padre";11;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"nivel_educa_madre";10;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"institucionalizado";9;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"fecha_ingreso";8;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"date";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"fecha_egreso";7;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"date";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"direccion";6;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"dias_estancia";5;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"diagnostico_ingreso_ucip";4;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"departamento";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"clasificacion_paciente";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"seguridad_social";15;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"talla";16;"";"NO";"real";;;24;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float4";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"telefono";17;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"acudiente";18;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"estancia_ucip";"paciente";19;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"evidencia";"estancia";4;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"evidencia";"id_especifico_evidencia";3;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"evidencia";"codigo_modulo";2;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"evidencia";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pafiposper48horas";48;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"48";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"estancia";102;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"102";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"vtdrento";101;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"101";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"vtdrenab";100;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"100";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia7";99;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"99";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia6";98;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"98";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia5";97;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"97";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia4";96;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"96";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia3";95;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"95";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia2";94;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"94";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"voldrendia1";93;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"93";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"svo2prepercutaneo";92;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"92";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"svo2pospercutaneo72";91;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"91";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"svo2pospercutaneo48";90;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"90";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"svo2pospercutaneo24";89;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"89";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pttprepercutaneo";88;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"88";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pttpospercutaneo72";87;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"87";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pttpospercutaneo48";86;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"86";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pttpospercutaneo24";85;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"85";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ptprepercutaneo";84;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"84";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ptpospercutaneo72";83;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"83";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ptpospercutaneo48";82;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"82";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ptpospercutaneo24";81;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"81";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ppicoprepercutaneo";80;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"80";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ppicopospercutaneo72";79;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"79";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ppicopospercutaneo48";78;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"78";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"ppicopospercutaneo24";77;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"77";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmesprepercutaneo";76;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"76";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmespospercutaneo72";75;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"75";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmespospercutaneo48";74;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"74";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmespospercutaneo24";73;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"73";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmedprepercutaneo";72;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"72";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmedpospercutaneo72";71;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"71";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmedpospercutaneo48";70;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"70";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pmedpospercutaneo24";69;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"69";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"plaquetprepercutaneo";68;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"68";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"phprepercutaneo";67;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"67";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"phpospercutaneo72";66;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"66";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"phpospercutaneo48";65;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"65";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"phpospercutaneo24";64;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"64";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"phliqperitoneal";63;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"63";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"peepprepercutaneo";62;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"62";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"peeppospercutaneo72";61;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"61";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"peeppospercutaneo48";60;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"60";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"peeppospercutaneo24";59;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"59";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"paprepercutaneo";58;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"58";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"papospercutaneo72";57;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"57";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"papospercutaneo48";56;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"56";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"papospercutaneo24";55;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"55";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pao2prepercutaneo";54;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"54";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pao2pospercutaneo72";53;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"53";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pao2pospercutaneo48";52;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"52";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pao2pospercutaneo24";51;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"51";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pafiprepercutaneo";50;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"50";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pafiposper72horas";49;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"49";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"pafiposper24horas";47;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"47";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"paco2prepercutaneo";46;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"46";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"paco2pospercutaneo72";45;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"45";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"paco2pospercutaneo48";44;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"44";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"paco2pospercutaneo24";43;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"43";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"oligurprepercutaneo";42;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"42";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"lactatoprepercutaneo";41;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"41";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"lactatopospercutaneo72";40;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"40";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"lactatopospercutaneo48";39;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"39";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"lactatopospercutaneo24";38;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"38";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"lactatoliqperitoneal";37;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"37";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"inrprepercutaneo";36;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"36";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"inrpospercutaneo72";35;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"35";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"inrpospercutaneo48";34;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"34";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"inrpospercutaneo24";33;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"33";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"hipertension_abdominal";"hipotprepercutaneo";32;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"32";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
